user_id	avg_pay_amt	avg_pay_amt_weekdays
13191	>=65	>=65
13192	[49,65)	[49,65)
13193	<29	<29
13194	>=65	>=65
13195	>=65	>=65
13196	<29	<29
13197	[29,36)	<29
13198	>=65	>=65
13199	[29,36)	[29,36)
13200	[36,49)	[36,49)
13201	>=65	>=65
13202	>=65	>=65
13203	<29	<29
13204	<29	<29
13205	[36,49)	[36,49)
13206	[36,49)	[36,49)
13207	<29	<29
13208	<29	<29
13209	>=65	>=65
13210	<29	<29
13211	[49,65)	[49,65)
13212	<29	<29
13213	[36,49)	[36,49)
13214	>=65	[49,65)
13215	<29	[29,36)
13216	[49,65)	[49,65)
13217	[29,36)	[29,36)
13218	>=65	>=65
13219	[36,49)	[36,49)
13220	<29	<29
13221	<29	<29
13222	<29	<29
13223	[49,65)	[36,49)
13224	>=65	>=65
13225	<29	<29
13226	>=65	>=65
13227	[36,49)	[36,49)
13228	[36,49)	[36,49)
13229	<29	<29
13230	[36,49)	[29,36)
13231	>=65	[49,65)
13232	[29,36)	[29,36)
13233	>=65	>=65
13234	[49,65)	[36,49)
13235	[36,49)	未知
13236	<29	<29
13237	[36,49)	[36,49)
13238	[29,36)	[29,36)
13239	[49,65)	[49,65)
13240	[49,65)	>=65
13241	>=65	>=65
13242	[36,49)	[36,49)
13243	>=65	>=65
13244	<29	<29
13245	[36,49)	[36,49)
13246	[29,36)	[29,36)
13247	[29,36)	[29,36)
13248	>=65	>=65
13249	[29,36)	[29,36)
13250	<29	<29
13251	[36,49)	[36,49)
13252	>=65	>=65
13253	[49,65)	[36,49)
13254	[36,49)	[36,49)
13255	<29	<29
13256	[49,65)	[49,65)
13257	>=65	>=65
13258	<29	<29
13259	[36,49)	[36,49)
13260	<29	<29
13261	[49,65)	[49,65)
13262	[36,49)	[36,49)
13263	<29	<29
13264	<29	<29
13265	[36,49)	[36,49)
13266	[29,36)	[29,36)
13267	>=65	>=65
13268	[49,65)	未知
13269	<29	<29
13270	[36,49)	[36,49)
13271	[36,49)	[36,49)
13272	[36,49)	[36,49)
13273	<29	<29
13274	<29	<29
13275	[36,49)	[36,49)
13276	[49,65)	[49,65)
13277	>=65	>=65
13278	[49,65)	[49,65)
13279	[29,36)	[29,36)
13280	<29	<29
13281	[29,36)	[29,36)
13282	[36,49)	[36,49)
13283	[29,36)	[29,36)
13284	<29	<29
13285	<29	<29
13286	>=65	>=65
13287	[36,49)	[36,49)
13288	[29,36)	[29,36)
13289	<29	<29
13290	<29	<29
13291	>=65	[49,65)
13292	[29,36)	[29,36)
13293	<29	<29
13294	<29	<29
13295	<29	<29
13296	[49,65)	[49,65)
13297	[36,49)	[36,49)
13298	[49,65)	[49,65)
13299	>=65	>=65
13300	>=65	>=65
13301	[36,49)	[29,36)
13302	[36,49)	[36,49)
13303	<29	<29
13304	[29,36)	[29,36)
13305	[36,49)	[36,49)
13306	<29	<29
13307	>=65	>=65
13308	>=65	>=65
13309	[49,65)	[36,49)
13310	[36,49)	[36,49)
13311	[49,65)	[49,65)
13312	<29	<29
13313	<29	<29
13314	[49,65)	[49,65)
13315	[36,49)	未知
13316	<29	<29
13317	>=65	>=65
13318	>=65	>=65
13319	<29	<29
13320	<29	<29
13321	<29	<29
13322	>=65	[49,65)
13323	[29,36)	<29
13324	<29	<29
13325	<29	<29
13326	[29,36)	[29,36)
13327	[36,49)	[29,36)
13328	>=65	>=65
13329	<29	<29
13330	<29	<29
13331	[49,65)	[49,65)
13332	[49,65)	[49,65)
13333	[36,49)	[36,49)
13334	<29	<29
13335	<29	<29
13336	<29	<29
13337	<29	<29
13338	<29	<29
13339	[36,49)	[36,49)
13340	<29	<29
13341	<29	[29,36)
13342	>=65	>=65
13343	[49,65)	[49,65)
13344	<29	<29
13345	[36,49)	[36,49)
13346	<29	<29
13347	[49,65)	[49,65)
13348	>=65	>=65
13349	[36,49)	[36,49)
13350	>=65	>=65
13351	[36,49)	[36,49)
13352	>=65	[49,65)
13353	>=65	[49,65)
13354	[36,49)	[36,49)
13355	[49,65)	[49,65)
13356	>=65	>=65
13357	[36,49)	未知
13358	[29,36)	[29,36)
13359	<29	<29
13360	>=65	>=65
13361	[29,36)	[29,36)
13362	>=65	>=65
13363	>=65	>=65
13364	[29,36)	[29,36)
13365	[49,65)	[49,65)
13366	>=65	>=65
13367	<29	<29
13368	<29	<29
13369	[36,49)	[36,49)
13370	[36,49)	[36,49)
13371	[36,49)	[36,49)
13372	>=65	>=65
13373	[49,65)	[36,49)
13374	[36,49)	[36,49)
13375	<29	<29
13376	>=65	>=65
13377	[49,65)	[49,65)
13378	<29	<29
13379	[29,36)	[29,36)
13380	[36,49)	[36,49)
13381	<29	<29
13382	[49,65)	[49,65)
13383	<29	<29
13384	<29	<29
13385	<29	<29
13386	[29,36)	[29,36)
13387	>=65	>=65
13388	[29,36)	[29,36)
13389	>=65	>=65
13390	[49,65)	[49,65)
13391	<29	<29
13392	>=65	>=65
13393	[29,36)	[29,36)
13394	>=65	>=65
13395	>=65	>=65
13396	<29	<29
13397	<29	<29
13398	[49,65)	[49,65)
13399	[29,36)	[29,36)
13400	[49,65)	[49,65)
13401	[36,49)	[36,49)
13402	>=65	>=65
13403	<29	<29
13404	[36,49)	[36,49)
13405	[49,65)	[49,65)
13406	[36,49)	[36,49)
13407	[49,65)	[49,65)
13408	[49,65)	[36,49)
13409	[49,65)	[36,49)
13410	[36,49)	[36,49)
13411	[49,65)	[49,65)
13412	>=65	>=65
13413	[36,49)	[36,49)
13414	<29	<29
13415	<29	<29
13416	[36,49)	[36,49)
13417	<29	<29
13418	<29	<29
13419	[49,65)	[49,65)
13420	[36,49)	[36,49)
13421	>=65	>=65
13422	[29,36)	[29,36)
13423	[36,49)	[36,49)
13424	[36,49)	[36,49)
13425	<29	<29
13426	[36,49)	未知
13427	[36,49)	[36,49)
13428	[29,36)	[29,36)
13429	>=65	>=65
13430	<29	<29
13431	<29	<29
13432	>=65	>=65
13433	[49,65)	[49,65)
13434	[49,65)	[49,65)
13435	<29	<29
13436	[29,36)	[29,36)
13437	>=65	>=65
13438	>=65	>=65
13439	[29,36)	[29,36)
13440	[36,49)	[36,49)
13441	>=65	>=65
13442	>=65	>=65
13443	<29	<29
13444	>=65	>=65
13445	[36,49)	[29,36)
13446	<29	<29
13447	[36,49)	[36,49)
13448	>=65	>=65
13449	>=65	>=65
13450	[49,65)	[49,65)
13451	[29,36)	[29,36)
13452	[49,65)	[49,65)
13453	<29	<29
13454	[49,65)	[49,65)
13455	[36,49)	[36,49)
13456	>=65	>=65
13457	[29,36)	[36,49)
13458	<29	[29,36)
13459	[36,49)	[36,49)
13460	>=65	>=65
13461	[29,36)	[29,36)
13462	[49,65)	[49,65)
13463	[36,49)	[36,49)
13464	[29,36)	[29,36)
13465	<29	<29
13466	<29	<29
13467	>=65	>=65
13468	>=65	>=65
13469	[36,49)	未知
13470	[49,65)	[49,65)
13471	[36,49)	[36,49)
13472	<29	<29
13473	>=65	>=65
13474	[49,65)	[49,65)
13475	[36,49)	[36,49)
13476	[36,49)	[36,49)
13477	[29,36)	[29,36)
13478	[36,49)	未知
13479	[36,49)	[36,49)
13480	[36,49)	[36,49)
13481	<29	<29
13482	>=65	>=65
13483	>=65	>=65
13484	[36,49)	[36,49)
13485	[29,36)	[29,36)
13486	<29	<29
13487	[49,65)	[36,49)
13488	<29	<29
13489	>=65	>=65
13490	<29	[29,36)
13491	<29	<29
13492	[49,65)	[49,65)
13493	[36,49)	[36,49)
13494	[36,49)	[36,49)
13495	[29,36)	[29,36)
13496	[29,36)	[36,49)
13497	<29	<29
13498	[29,36)	[29,36)
13499	[36,49)	未知
13500	[36,49)	[36,49)
13501	>=65	>=65
13502	[29,36)	[29,36)
13503	[36,49)	[36,49)
13504	[49,65)	[49,65)
13505	[36,49)	[36,49)
13506	<29	<29
13507	[29,36)	[29,36)
13508	>=65	>=65
13509	[49,65)	未知
13510	<29	<29
13511	[49,65)	[49,65)
13512	>=65	[49,65)
13513	>=65	>=65
13514	[36,49)	[29,36)
13515	<29	<29
13516	>=65	>=65
13517	[49,65)	[49,65)
13518	>=65	>=65
13519	[36,49)	[36,49)
13520	[29,36)	[29,36)
13521	>=65	>=65
13522	<29	<29
13523	[36,49)	[36,49)
13524	[29,36)	[29,36)
13525	>=65	>=65
13526	<29	<29
13527	[36,49)	未知
13528	<29	<29
13529	<29	<29
13530	<29	<29
13531	>=65	>=65
13532	[36,49)	未知
13533	[29,36)	[29,36)
13534	[49,65)	[49,65)
13535	>=65	>=65
13536	[29,36)	[29,36)
13537	[49,65)	[49,65)
13538	[36,49)	[36,49)
13539	[36,49)	[36,49)
13540	[49,65)	>=65
13541	[36,49)	未知
13542	<29	<29
13543	<29	<29
13544	[36,49)	[36,49)
13545	[49,65)	[49,65)
13546	>=65	>=65
13547	>=65	>=65
13548	>=65	>=65
13549	>=65	>=65
13550	<29	<29
13551	<29	<29
13552	<29	<29
13553	[49,65)	[49,65)
13554	>=65	>=65
13555	[49,65)	[49,65)
13556	<29	<29
13557	[49,65)	[36,49)
13558	[49,65)	[49,65)
13559	<29	<29
13560	[36,49)	[36,49)
13561	[36,49)	[29,36)
13562	[29,36)	[29,36)
13563	>=65	>=65
13564	[29,36)	[29,36)
13565	[49,65)	[49,65)
13566	[29,36)	[29,36)
13567	[36,49)	未知
13568	<29	<29
13569	[36,49)	[36,49)
13570	<29	<29
13571	[36,49)	[36,49)
13572	[36,49)	未知
13573	[29,36)	[29,36)
13574	[29,36)	[29,36)
13575	<29	<29
13576	<29	<29
13577	<29	<29
13578	[36,49)	[36,49)
13579	[36,49)	未知
13580	<29	<29
13581	>=65	>=65
13582	>=65	>=65
13583	<29	<29
13584	[29,36)	[29,36)
13585	[29,36)	<29
13586	<29	<29
13587	<29	<29
13588	<29	[29,36)
13589	<29	<29
13590	[36,49)	[36,49)
13591	[29,36)	[29,36)
13592	[36,49)	[36,49)
13593	[49,65)	[49,65)
13594	<29	[29,36)
13595	[36,49)	[36,49)
13596	>=65	>=65
13597	[36,49)	[36,49)
13598	[29,36)	[29,36)
13599	>=65	>=65
13600	[29,36)	[29,36)
13601	>=65	>=65
13602	[29,36)	[29,36)
13603	<29	<29
13604	[36,49)	[36,49)
13605	[49,65)	[49,65)
13606	>=65	>=65
13607	<29	<29
13608	[36,49)	[36,49)
13609	[36,49)	[36,49)
13610	[29,36)	[36,49)
13611	[29,36)	[29,36)
13612	<29	<29
13613	[49,65)	[49,65)
13614	<29	<29
13615	<29	<29
13616	<29	<29
13617	[49,65)	未知
13618	[36,49)	[36,49)
13619	[29,36)	[29,36)
13620	[49,65)	[36,49)
13621	>=65	>=65
13622	[29,36)	[29,36)
13623	<29	<29
13624	[49,65)	[49,65)
13625	>=65	>=65
13626	[49,65)	[49,65)
13627	[36,49)	未知
13628	[29,36)	[29,36)
13629	[29,36)	[29,36)
13630	<29	<29
13631	<29	<29
13632	[36,49)	[36,49)
13633	<29	<29
13634	[36,49)	[36,49)
13635	[36,49)	[29,36)
13636	<29	<29
13637	[49,65)	[49,65)
13638	[36,49)	[36,49)
13639	>=65	>=65
13640	[29,36)	[29,36)
13641	<29	<29
13642	[49,65)	未知
13643	>=65	>=65
13644	[49,65)	[49,65)
13645	<29	<29
13646	>=65	>=65
13647	>=65	>=65
13648	[49,65)	[49,65)
13649	[49,65)	[49,65)
13650	[29,36)	[29,36)
13651	[36,49)	[36,49)
13652	[49,65)	[49,65)
13653	>=65	>=65
13654	[36,49)	[36,49)
13655	<29	<29
13656	[49,65)	[49,65)
13657	<29	<29
13658	[49,65)	[49,65)
13659	[29,36)	[29,36)
13660	<29	<29
13661	[36,49)	[36,49)
13662	[29,36)	[29,36)
13663	>=65	>=65
13664	>=65	>=65
13665	<29	<29
13666	[49,65)	[49,65)
13667	[36,49)	[36,49)
13668	<29	<29
13669	[36,49)	[36,49)
13670	>=65	>=65
13671	<29	<29
13672	[36,49)	[36,49)
13673	<29	<29
13674	[36,49)	[36,49)
13675	<29	<29
13676	[49,65)	[49,65)
13677	>=65	>=65
13678	[29,36)	[29,36)
13679	[36,49)	[36,49)
13680	[36,49)	[36,49)
13681	>=65	>=65
13682	<29	<29
13683	<29	<29
13684	<29	<29
13685	>=65	>=65
13686	>=65	>=65
13687	>=65	>=65
13688	<29	<29
13689	[49,65)	[49,65)
13690	<29	<29
13691	<29	<29
13692	[49,65)	[49,65)
13693	[49,65)	[49,65)
13694	[29,36)	[29,36)
13695	[29,36)	[29,36)
13696	<29	<29
13697	>=65	>=65
13698	<29	<29
13699	[29,36)	[29,36)
13700	>=65	>=65
13701	<29	<29
13702	[29,36)	[29,36)
13703	>=65	>=65
13704	<29	<29
13705	<29	<29
13706	[36,49)	[36,49)
13707	[49,65)	[36,49)
13708	[49,65)	>=65
13709	>=65	>=65
13710	<29	<29
13711	<29	<29
13712	<29	<29
13713	<29	<29
13714	[36,49)	未知
13715	[36,49)	[29,36)
13716	[49,65)	[36,49)
13717	<29	<29
13718	<29	<29
13719	>=65	>=65
13720	>=65	>=65
13721	>=65	>=65
13722	>=65	未知
13723	<29	<29
13724	[49,65)	[49,65)
13725	<29	<29
13726	>=65	>=65
13727	>=65	>=65
13728	<29	<29
13729	[36,49)	<29
13730	<29	<29
13731	[49,65)	[36,49)
13732	[36,49)	[36,49)
13733	[29,36)	[29,36)
13734	[49,65)	[49,65)
13735	[49,65)	[49,65)
13736	<29	<29
13737	<29	<29
13738	[49,65)	[49,65)
13739	<29	<29
13740	>=65	>=65
13741	<29	<29
13742	[49,65)	[49,65)
13743	[29,36)	[29,36)
13744	<29	<29
13745	[29,36)	[29,36)
13746	[49,65)	未知
13747	>=65	>=65
13748	[36,49)	[36,49)
13749	<29	<29
13750	<29	<29
13751	[36,49)	[36,49)
13752	>=65	>=65
13753	>=65	>=65
13754	[29,36)	[29,36)
13755	>=65	>=65
13756	[49,65)	[49,65)
13757	<29	<29
13758	>=65	>=65
13759	[29,36)	[29,36)
13760	[49,65)	[49,65)
13761	[36,49)	[36,49)
13762	>=65	>=65
13763	[36,49)	[36,49)
13764	[49,65)	[36,49)
13765	>=65	>=65
13766	<29	<29
13767	>=65	>=65
13768	<29	<29
13769	>=65	>=65
13770	<29	<29
13771	<29	<29
13772	>=65	>=65
13773	<29	<29
13774	<29	<29
13775	[29,36)	[29,36)
13776	[36,49)	[36,49)
13777	<29	[29,36)
13778	[29,36)	[29,36)
13779	>=65	>=65
13780	[36,49)	未知
13781	<29	<29
13782	>=65	>=65
13783	[49,65)	[49,65)
13784	<29	<29
13785	[49,65)	[49,65)
13786	<29	<29
13787	[29,36)	[29,36)
13788	[36,49)	[36,49)
13789	[36,49)	[36,49)
13790	[49,65)	[49,65)
13791	<29	<29
13792	>=65	>=65
13793	>=65	>=65
13794	[36,49)	[36,49)
13795	[29,36)	[29,36)
13796	<29	<29
13797	>=65	>=65
13798	<29	<29
13799	<29	<29
13800	[36,49)	未知
13801	>=65	>=65
13802	<29	<29
13803	<29	<29
13804	<29	<29
13805	[36,49)	[36,49)
13806	[29,36)	[29,36)
13807	[36,49)	[36,49)
13808	<29	<29
13809	[49,65)	[36,49)
13810	[29,36)	[29,36)
13811	[36,49)	未知
13812	<29	<29
13813	[36,49)	[36,49)
13814	<29	<29
13815	>=65	>=65
13816	>=65	>=65
13817	[49,65)	[36,49)
13818	[36,49)	[29,36)
13819	[29,36)	[29,36)
13820	>=65	>=65
13821	<29	<29
13822	[36,49)	[36,49)
13823	[49,65)	[49,65)
13824	[49,65)	[49,65)
13825	[36,49)	[36,49)
13826	[36,49)	[36,49)
13827	[29,36)	[29,36)
13828	[36,49)	[36,49)
13829	[36,49)	未知
13830	[29,36)	[29,36)
13831	[29,36)	[29,36)
13832	>=65	>=65
13833	[36,49)	[36,49)
13834	>=65	[49,65)
13835	[29,36)	[29,36)
13836	>=65	>=65
13837	>=65	>=65
13838	[29,36)	[29,36)
13839	[36,49)	[36,49)
13840	[29,36)	[29,36)
13841	[49,65)	[36,49)
13842	>=65	>=65
13843	<29	<29
13844	[29,36)	[36,49)
13845	[29,36)	[29,36)
13846	<29	<29
13847	[29,36)	[36,49)
13848	[49,65)	[49,65)
13849	[49,65)	[49,65)
13850	[49,65)	[49,65)
13851	[49,65)	[49,65)
13852	[49,65)	[49,65)
13853	>=65	>=65
13854	<29	<29
13855	[29,36)	[29,36)
13856	<29	[29,36)
13857	<29	<29
13858	>=65	[49,65)
13859	<29	<29
13860	>=65	>=65
13861	<29	<29
13862	[29,36)	[29,36)
13863	[36,49)	[36,49)
13864	>=65	>=65
13865	[49,65)	[49,65)
13866	[29,36)	[29,36)
13867	<29	<29
13868	[36,49)	[36,49)
13869	>=65	[49,65)
13870	[49,65)	[49,65)
13871	<29	<29
13872	[29,36)	[29,36)
13873	>=65	>=65
13874	>=65	>=65
13875	[36,49)	[36,49)
13876	>=65	>=65
13877	[49,65)	[49,65)
13878	<29	<29
13879	[36,49)	[36,49)
13880	>=65	>=65
13881	<29	<29
13882	[36,49)	未知
13883	[29,36)	<29
13884	[49,65)	[49,65)
13885	[49,65)	[49,65)
13886	[49,65)	>=65
13887	<29	<29
13888	<29	<29
13889	>=65	[49,65)
13890	>=65	>=65
13891	[36,49)	[36,49)
13892	<29	<29
13893	[49,65)	[49,65)
13894	[49,65)	未知
13895	[36,49)	[36,49)
13896	<29	<29
13897	[49,65)	[49,65)
13898	>=65	>=65
13899	[49,65)	[49,65)
13900	[29,36)	[29,36)
13901	[36,49)	[36,49)
13902	[36,49)	[36,49)
13903	[49,65)	[49,65)
13904	[29,36)	<29
13905	<29	<29
13906	[49,65)	[49,65)
13907	[29,36)	[29,36)
13908	<29	<29
13909	<29	<29
13910	<29	<29
13911	>=65	[49,65)
13912	[29,36)	[29,36)
13913	<29	<29
13914	[29,36)	[29,36)
13915	[29,36)	[29,36)
13916	>=65	>=65
13917	<29	<29
13918	>=65	>=65
13919	<29	<29
13920	[29,36)	[29,36)
13921	>=65	>=65
13922	[36,49)	[36,49)
13923	[49,65)	未知
13924	<29	<29
13925	<29	<29
13926	<29	<29
13927	[36,49)	[36,49)
13928	[49,65)	>=65
13929	<29	<29
13930	<29	<29
13931	[36,49)	未知
13932	>=65	>=65
13933	[36,49)	[36,49)
13934	[36,49)	未知
13935	[49,65)	[49,65)
13936	<29	<29
13937	[36,49)	[36,49)
13938	[49,65)	[49,65)
13939	[36,49)	[36,49)
13940	[36,49)	[36,49)
13941	>=65	>=65
13942	<29	<29
13943	>=65	>=65
13944	>=65	>=65
13945	[49,65)	[49,65)
13946	[29,36)	[29,36)
13947	[36,49)	[36,49)
13948	>=65	>=65
13949	[49,65)	[49,65)
13950	[29,36)	[29,36)
13951	<29	<29
13952	[36,49)	[36,49)
13953	>=65	>=65
13954	[29,36)	[29,36)
13955	[36,49)	[36,49)
13956	<29	<29
13957	<29	<29
13958	>=65	>=65
13959	[29,36)	[36,49)
13960	<29	<29
13961	[36,49)	[36,49)
13962	<29	<29
13963	>=65	>=65
13964	[36,49)	[36,49)
13965	[49,65)	[49,65)
13966	[36,49)	[36,49)
13967	<29	<29
13968	[29,36)	[29,36)
13969	>=65	>=65
13970	[36,49)	[36,49)
13971	[36,49)	[36,49)
13972	>=65	>=65
13973	[29,36)	[29,36)
13974	<29	<29
13975	[29,36)	[29,36)
13976	[49,65)	[49,65)
13977	[49,65)	[49,65)
13978	[36,49)	[36,49)
13979	[36,49)	[36,49)
13980	[29,36)	[29,36)
13981	<29	<29
13982	<29	<29
13983	<29	<29
13984	>=65	>=65
13985	[36,49)	[36,49)
13986	[29,36)	[29,36)
13987	<29	<29
13988	>=65	>=65
13989	>=65	>=65
13990	<29	<29
13991	[29,36)	<29
13992	>=65	[49,65)
13993	[36,49)	[36,49)
13994	[49,65)	[49,65)
13995	[36,49)	[36,49)
13996	[49,65)	>=65
13997	[49,65)	[49,65)
13998	>=65	>=65
13999	[29,36)	[29,36)
14000	[49,65)	[49,65)
14001	[36,49)	[36,49)
14002	[49,65)	[36,49)
14003	>=65	>=65
14004	>=65	>=65
14005	[36,49)	未知
14006	[49,65)	[49,65)
14007	<29	<29
14008	>=65	>=65
14009	[49,65)	[49,65)
14010	[29,36)	[29,36)
14011	[49,65)	[49,65)
14012	<29	<29
14013	[29,36)	<29
14014	[36,49)	未知
14015	<29	[29,36)
14016	[49,65)	[49,65)
14017	[36,49)	[36,49)
14018	[49,65)	[36,49)
14019	[36,49)	[36,49)
14020	<29	<29
14021	<29	<29
14022	[49,65)	[49,65)
14023	[49,65)	[36,49)
14024	[49,65)	[49,65)
14025	>=65	>=65
14026	<29	<29
14027	[36,49)	未知
14028	[49,65)	>=65
14029	>=65	>=65
14030	[36,49)	未知
14031	>=65	>=65
14032	[49,65)	[49,65)
14033	<29	<29
14034	[49,65)	[49,65)
14035	<29	<29
14036	>=65	>=65
14037	[29,36)	[29,36)
14038	>=65	>=65
14039	<29	<29
14040	>=65	>=65
14041	[29,36)	[29,36)
14042	<29	<29
14043	[49,65)	[49,65)
14044	[36,49)	[36,49)
14045	[29,36)	[29,36)
14046	[36,49)	[36,49)
14047	[29,36)	<29
14048	[36,49)	[36,49)
14049	>=65	>=65
14050	<29	<29
14051	>=65	>=65
14052	[36,49)	[29,36)
14053	[29,36)	[36,49)
14054	[36,49)	[36,49)
14055	<29	<29
14056	[36,49)	[36,49)
14057	[49,65)	未知
14058	[36,49)	[36,49)
14059	>=65	>=65
14060	<29	<29
14061	<29	<29
14062	[49,65)	[36,49)
14063	[29,36)	[29,36)
14064	[49,65)	[49,65)
14065	[49,65)	[49,65)
14066	<29	<29
14067	>=65	>=65
14068	[36,49)	[36,49)
14069	>=65	>=65
14070	[49,65)	[49,65)
14071	<29	<29
14072	[49,65)	[36,49)
14073	<29	<29
14074	>=65	>=65
14075	[49,65)	[49,65)
14076	[29,36)	[36,49)
14077	[36,49)	[36,49)
14078	[49,65)	[49,65)
14079	[36,49)	[29,36)
14080	[36,49)	[36,49)
14081	<29	<29
14082	[36,49)	[36,49)
14083	>=65	>=65
14084	[36,49)	[36,49)
14085	>=65	>=65
14086	>=65	>=65
14087	<29	<29
14088	>=65	>=65
14089	[36,49)	[36,49)
14090	[49,65)	[49,65)
14091	>=65	>=65
14092	<29	<29
14093	>=65	>=65
14094	[29,36)	<29
14095	>=65	>=65
14096	<29	<29
14097	[29,36)	[29,36)
14098	[49,65)	[49,65)
14099	[29,36)	[29,36)
14100	[29,36)	[29,36)
14101	<29	<29
14102	[29,36)	[29,36)
14103	>=65	>=65
14104	[29,36)	<29
14105	[49,65)	[49,65)
14106	[36,49)	[36,49)
14107	[36,49)	[36,49)
14108	[29,36)	[29,36)
14109	[29,36)	[29,36)
14110	<29	<29
14111	[29,36)	[29,36)
14112	[36,49)	[36,49)
14113	[36,49)	[36,49)
14114	[29,36)	[29,36)
14115	[29,36)	[29,36)
14116	<29	<29
14117	<29	<29
14118	[49,65)	[49,65)
14119	[29,36)	[29,36)
14120	>=65	>=65
14121	[36,49)	[36,49)
14122	<29	<29
14123	<29	<29
14124	<29	<29
14125	<29	<29
14126	<29	<29
14127	<29	<29
14128	<29	<29
14129	[29,36)	[29,36)
14130	[36,49)	[36,49)
14131	>=65	>=65
14132	>=65	>=65
14133	[49,65)	未知
14134	[29,36)	[29,36)
14135	<29	<29
14136	[29,36)	[29,36)
14137	[36,49)	[36,49)
14138	[49,65)	未知
14139	<29	<29
14140	[49,65)	[49,65)
14141	>=65	>=65
14142	>=65	>=65
14143	[29,36)	[29,36)
14144	[29,36)	[29,36)
14145	[49,65)	未知
14146	<29	<29
14147	[29,36)	[29,36)
14148	<29	<29
14149	<29	<29
14150	[29,36)	[29,36)
14151	[49,65)	[49,65)
14152	[36,49)	[36,49)
14153	>=65	>=65
14154	[36,49)	未知
14155	<29	<29
14156	<29	<29
14157	>=65	>=65
14158	<29	<29
14159	>=65	>=65
14160	[36,49)	[36,49)
14161	[36,49)	[36,49)
14162	[36,49)	[36,49)
14163	>=65	>=65
14164	<29	<29
14165	[29,36)	[29,36)
14166	[49,65)	[36,49)
14167	<29	<29
14168	[49,65)	[49,65)
14169	[36,49)	[36,49)
14170	[29,36)	<29
14171	[49,65)	[49,65)
14172	>=65	>=65
14173	>=65	>=65
14174	[49,65)	[49,65)
14175	[36,49)	[36,49)
14176	[36,49)	[36,49)
14177	<29	<29
14178	[29,36)	[29,36)
14179	[29,36)	[36,49)
14180	>=65	>=65
14181	>=65	>=65
14182	<29	<29
14183	<29	<29
14184	[36,49)	[36,49)
14185	<29	<29
14186	<29	<29
14187	[36,49)	未知
14188	[36,49)	[36,49)
14189	[29,36)	<29
14190	<29	<29
14191	<29	<29
14192	>=65	>=65
14193	>=65	>=65
14194	[36,49)	[36,49)
14195	[36,49)	未知
14196	<29	<29
14197	<29	<29
14198	[49,65)	[49,65)
14199	<29	<29
14200	[36,49)	[36,49)
14201	[36,49)	[36,49)
14202	<29	<29
14203	>=65	>=65
14204	>=65	>=65
14205	[36,49)	[29,36)
14206	<29	<29
14207	[29,36)	[29,36)
14208	>=65	>=65
14209	[29,36)	[29,36)
14210	<29	<29
14211	>=65	>=65
14212	<29	<29
14213	<29	<29
14214	[36,49)	[36,49)
14215	<29	<29
14216	>=65	>=65
14217	>=65	>=65
14218	<29	<29
14219	<29	<29
14220	<29	<29
14221	[29,36)	[29,36)
14222	[36,49)	[36,49)
14223	[29,36)	[29,36)
14224	[49,65)	[49,65)
14225	[36,49)	[36,49)
14226	[29,36)	[29,36)
14227	[36,49)	[36,49)
14228	[49,65)	[49,65)
14229	[49,65)	未知
14230	[49,65)	[49,65)
14231	[29,36)	[29,36)
14232	<29	<29
14233	>=65	>=65
14234	<29	<29
14235	<29	<29
14236	[36,49)	[36,49)
14237	[36,49)	[36,49)
14238	[49,65)	[49,65)
14239	>=65	>=65
14240	<29	<29
14241	[49,65)	[36,49)
14242	<29	<29
14243	[36,49)	[36,49)
14244	[49,65)	[49,65)
14245	>=65	>=65
14246	[29,36)	<29
14247	[29,36)	[29,36)
14248	>=65	>=65
14249	[49,65)	[36,49)
14250	>=65	>=65
14251	<29	<29
14252	>=65	>=65
14253	<29	<29
14254	[49,65)	[49,65)
14255	[49,65)	[49,65)
14256	[29,36)	[29,36)
14257	[36,49)	[36,49)
14258	[49,65)	[36,49)
14259	[29,36)	[29,36)
14260	>=65	>=65
14261	[36,49)	未知
14262	[29,36)	[29,36)
14263	<29	<29
14264	>=65	>=65
14265	>=65	>=65
14266	>=65	>=65
14267	[49,65)	[36,49)
14268	>=65	>=65
14269	[29,36)	[29,36)
14270	<29	<29
14271	[49,65)	[49,65)
14272	[29,36)	<29
14273	[49,65)	[49,65)
14274	[29,36)	[29,36)
14275	[49,65)	[49,65)
14276	<29	<29
14277	<29	<29
14278	>=65	>=65
14279	[36,49)	未知
14280	[29,36)	[29,36)
14281	<29	<29
14282	<29	<29
14283	<29	<29
14284	>=65	[49,65)
14285	[36,49)	未知
14286	<29	<29
14287	[36,49)	[36,49)
14288	[36,49)	[29,36)
14289	<29	<29
14290	[36,49)	[29,36)
14291	[49,65)	[36,49)
14292	<29	<29
14293	<29	<29
14294	<29	<29
14295	[36,49)	[36,49)
14296	[29,36)	[29,36)
14297	<29	<29
14298	[29,36)	<29
14299	[36,49)	[36,49)
14300	<29	<29
14301	<29	<29
14302	[49,65)	[49,65)
14303	[29,36)	[29,36)
14304	[29,36)	[29,36)
14305	<29	<29
14306	<29	<29
14307	<29	<29
14308	>=65	>=65
14309	<29	<29
14310	>=65	>=65
14311	<29	<29
14312	[36,49)	[36,49)
14313	[36,49)	[36,49)
14314	>=65	>=65
14315	[49,65)	[49,65)
14316	<29	<29
14317	>=65	>=65
14318	<29	<29
14319	<29	<29
